"Anger","Fear","Joy","Sadness"
"0.264","0.239","0.701","0.228"
"0.368","0.433","0.431","0.426"
"0.503","0.61","0.225","0.547"
"0.52","0.516","0.227","0.579"
"0.512","0.572","0.146","0.581"
"0.366","0.419","0.434","0.442"
"0.4","0.437","0.37","0.47"
"0.358","0.427","0.451","0.391"
"0.44","0.399","0.307","0.408"
"0.491","0.526","0.189","0.578"
"0.377","0.397","0.421","0.342"
"0.463","0.569","0.312","0.555"
"0.602","0.792","0.339","0.601"
"0.302","0.35","0.598","0.373"
"0.553","0.656","0.264","0.665"
"0.47","0.632","0.129","0.514"
"0.742","0.639","0.182","0.692"
"0.45","0.472","0.329","0.571"
"0.379","0.593","0.256","0.518"
"0.331","0.479","0.362","0.474"
"0.438","0.548","0.147","0.54"
"0.447","0.36","0.196","0.446"
"0.392","0.368","0.442","0.346"
"0.476","0.75","0.314","0.483"
"0.503","0.606","0.301","0.648"
"0.402","0.36","0.248","0.45"
"0.418","0.42","0.254","0.493"
"0.353","0.347","0.475","0.314"
"0.292","0.265","0.496","0.389"
"0.48","0.645","0.404","0.582"
"0.389","0.389","0.245","0.365"
"0.593","0.649","0.227","0.656"
"0.706","0.616","0.109","0.688"
"0.512","0.773","0.135","0.998"
"0.42","0.607","0.217","0.482"
"0.367","0.568","0.27","0.454"
"0.311","0.349","0.277","0.394"
"0.243","0.379","0.487","0.361"
"0.48","0.775","0.16","0.628"
"0.307","0.338","0.43","0.426"
"0.337","0.556","0.396","0.459"
"0.288","0.28","0.578","0.29"
"0.342","0.517","0.393","0.421"
"0.278","0.28","0.508","0.291"
"0.409","0.489","0.306","0.358"
"0.466","0.61","0.258","0.498"
"0.537","0.784","0.22","0.717"
"0.489","0.542","0.235","0.448"
"0.281","0.352","0.398","0.372"
"0.448","0.528","0.232","0.533"
"0.34","0.359","0.384","0.451"
"0.474","0.562","0.243","0.658"
"0.497","0.777","0.103","0.758"
"0.251","0.276","0.552","0.335"
"0.634","0.621","0.105","0.718"
"0.25","0.446","0.459","0.485"
"0.233","0.26","0.68","0.358"
"0.297","0.348","0.268","0.418"
"0.454","0.703","0.184","0.607"
"0.225","0.17","0.622","0.317"
"0.236","0.311","0.669","0.304"
"0.277","0.33","0.603","0.281"
"0.426","0.492","0.255","0.526"
"0.494","0.685","0.109","0.818"
"0.475","0.622","0.112","0.72"
"0.22","0.257","0.43","0.319"
"0.624","0.784","0.095","0.792"
"0.43","0.417","0.185","0.466"
"0.233","0.229","0.496","0.19"
"0.412","0.365","0.321","0.449"
"0.353","0.405","0.332","0.461"
"0.236","0.231","0.479","0.307"
"0.533","0.677","0.178","0.723"
"0.296","0.301","0.443","0.318"
"0.436","0.468","0.178","0.465"
"0.419","0.453","0.272","0.538"
"0.428","0.555","0.299","0.548"
"0.228","0.231","0.74","0.293"
"0.586","0.777","0.14","0.73"
"0.461","0.646","0.26","0.559"
"0.318","0.349","0.377","0.289"
"0.549","0.674","0.39","0.57"
"0.449","0.571","0.243","0.598"
"0.621","0.628","0.215","0.635"
"0.315","0.426","0.398","0.453"
"0.49","0.42","0.345","0.416"
"0.513","0.6","0.153","0.652"
"0.48","0.582","0.301","0.536"
"0.528","0.683","0.333","0.524"
"0.588","0.725","0.285","0.733"
"0.362","0.457","0.364","0.433"
"0.464","0.531","0.226","0.618"
"0.552","0.523","0.12","0.487"
"0.424","0.458","0.291","0.515"
"0.247","0.15","0.448","0.252"
"0.26","0.323","0.421","0.379"
"0.225","0.222","0.612","0.241"
"0.152","0.24","0.725","0.263"
"0.469","0.567","0.205","0.531"
"0.401","0.247","0.416","0.335"
"0.369","0.512","0.286","0.476"
"0.368","0.374","0.504","0.35"
"0.519","0.58","0.171","0.734"
"0.549","0.38","0.148","0.517"
"0.468","0.755","0.19","0.618"
"0.271","0.405","0.519","0.38"
"0.648","0.519","0.209","0.636"
"0.464","0.435","0.23","0.42"
"0.505","0.536","0.249","0.561"
"0.542","0.719","0.208","0.745"
"0.455","0.687","0.239","0.596"
"0.332","0.348","0.465","0.407"
"0.473","0.677","0.2","0.748"
"0.532","0.648","0.29","0.633"
"0.152","0.246","0.593","0.273"
"0.558","0.761","0.133","0.806"
"0.451","0.586","0.389","0.554"
"0.521","0.592","0.19","0.722"
"0.329","0.373","0.468","0.329"
"0.49","0.872","0.238","0.657"
"0.57","0.596","0.277","0.608"
"0.657","0.562","0.058","0.573"
"0.63","0.658","0.136","0.714"
"0.427","0.493","0.288","0.514"
"0.531","0.695","0.24","0.546"
"0.386","0.552","0.17","0.541"
"0.441","0.538","0.247","0.54"
"0.483","0.579","0.288","0.433"
"0.429","0.531","0.528","0.438"
"0.271","0.339","0.426","0.277"
"0.531","0.493","0.234","0.502"
"0.618","0.661","0.03","0.571"
"0.272","0.24","0.505","0.254"
"0.589","0.679","0.171","0.652"
"0.435","0.692","0.224","0.585"
"0.203","0.296","0.504","0.371"
"0.608","0.631","0.151","0.749"
"0.334","0.336","0.319","0.443"
"0.523","0.636","0.064","0.659"
"0.533","0.733","0.152","0.701"
"0.528","0.574","0.194","0.508"
"0.549","0.924","0.243","0.737"
"0.503","0.663","0.189","0.522"
"0.356","0.441","0.265","0.51"
"0.435","0.432","0.451","0.444"
"0.174","0.165","0.88","0.174"
"0.583","0.761","0.048","0.771"
"0.57","0.624","0.358","0.707"
"0.362","0.594","0.288","0.517"
"0.424","0.427","0.356","0.338"
"0.468","0.466","0.379","0.318"
"0.743","0.66","0.054","0.608"
"0.477","0.598","0.254","0.677"
"0.391","0.424","0.363","0.477"
"0.314","0.256","0.416","0.304"
"0.669","0.585","0.201","0.615"
"0.428","0.566","0.283","0.488"
"0.505","0.627","0.14","0.692"
"0.444","0.555","0.252","0.518"
"0.406","0.593","0.27","0.536"
"0.358","0.375","0.284","0.463"
"0.421","0.415","0.337","0.379"
"0.342","0.384","0.425","0.378"
"0.255","0.381","0.538","0.377"
"0.55","0.644","0.114","0.604"
"0.558","0.679","0.12","0.69"
"0.282","0.188","0.445","0.36"
"0.431","0.576","0.264","0.505"
"0.44","0.527","0.427","0.554"
"0.544","0.628","0.188","0.539"
"0.283","0.333","0.395","0.368"
"0.387","0.478","0.471","0.424"
"0.391","0.649","0.273","0.521"
"0.262","0.261","0.543","0.285"
"0.521","0.557","0.217","0.621"
"0.799","0.633","0.193","0.644"
"0.424","0.372","0.146","0.42"
"0.575","0.704","0.226","0.805"
"0.245","0.351","0.455","0.32"
"0.509","0.444","0.337","0.58"
"0.549","0.576","0.209","0.56"
"0.421","0.444","0.419","0.518"
"0.513","0.608","0.336","0.744"
"0.555","0.362","0.326","0.476"
"0.237","0.312","0.462","0.406"
"0.35","0.212","0.488","0.262"
"0.453","0.669","0.299","0.614"
"0.389","0.426","0.283","0.447"
"0.391","0.404","0.407","0.317"
"0.443","0.448","0.273","0.424"
"0.414","0.459","0.442","0.397"
"0.422","0.714","0.368","0.645"
"0.48","0.627","0.249","0.646"
"0.287","0.282","0.571","0.361"
"0.356","0.516","0.442","0.435"
"0.484","0.573","0.193","0.613"
"0.612","0.618","0.217","0.807"
"0.54","0.726","0.249","0.56"
"0.232","0.304","0.583","0.267"
"0.386","0.399","0.284","0.398"
"0.107","0.232","0.701","0.296"
"0.299","0.302","0.52","0.352"
"0.463","0.561","0.302","0.526"
"0.429","0.501","0.233","0.409"
"0.269","0.276","0.379","0.281"
"0.335","0.438","0.448","0.39"
"0.284","0.302","0.536","0.25"
"0.361","0.468","0.256","0.488"
"0.456","0.634","0.14","0.518"
"0.38","0.473","0.33","0.41"
"0.314","0.489","0.402","0.376"
"0.624","0.826","0.323","0.684"
"0.315","0.324","0.222","0.34"
"0.181","0.185","0.648","0.287"
"0.359","0.476","0.429","0.429"
"0.478","0.782","0.311","0.566"
"0.314","0.419","0.528","0.404"
"0.295","0.378","0.368","0.354"
"0.386","0.665","0.387","0.485"
"0.481","0.52","0.214","0.566"
"0.442","0.635","0.185","0.694"
"0.277","0.253","0.476","0.243"
"0.414","0.626","0.271","0.686"
"0.264","0.292","0.434","0.323"
"0.537","0.759","0.112","0.811"
"0.41","0.388","0.271","0.548"
"0.497","0.501","0.252","0.57"
"0.406","0.516","0.35","0.376"
"0.291","0.336","0.591","0.374"
"0.242","0.367","0.722","0.301"
"0.587","0.48","0.145","0.631"
"0.517","0.667","0.194","0.699"
"0.558","0.582","0.289","0.508"
"0.47","0.764","0.223","0.62"
"0.459","0.634","0.399","0.527"
"0.406","0.517","0.365","0.436"
"0.507","0.609","0.346","0.604"
"0.344","0.476","0.351","0.36"
"0.438","0.402","0.219","0.454"
"0.376","0.56","0.296","0.51"
"0.262","0.434","0.432","0.383"
"0.693","0.619","0.211","0.625"
"0.43","0.541","0.312","0.552"
"0.394","0.467","0.36","0.463"
"0.402","0.433","0.3","0.412"
"0.307","0.365","0.486","0.332"
"0.448","0.5","0.172","0.596"
"0.18","0.286","0.738","0.278"
"0.39","0.456","0.389","0.442"
"0.596","0.511","0.187","0.667"
"0.305","0.435","0.234","0.375"
"0.224","0.282","0.708","0.298"
"0.316","0.357","0.608","0.268"
"0.498","0.382","0.289","0.515"
"0.502","0.605","0.085","0.677"
"0.256","0.244","0.491","0.387"
"0.348","0.404","0.364","0.482"
"0.346","0.439","0.43","0.495"
"0.53","0.698","0.2","0.782"
"0.414","0.404","0.466","0.291"
"0.56","0.5","0.152","0.533"
"0.586","0.658","0.216","0.653"
"0.305","0.47","0.371","0.411"
"0.406","0.436","0.384","0.482"
"0.245","0.215","0.616","0.347"
"0.439","0.625","0.238","0.731"
"0.477","0.546","0.395","0.497"
"0.154","0.108","0.515","0.308"
"0.585","0.6","0.196","0.755"
"0.294","0.288","0.5","0.286"
"0.672","0.671","0.115","0.639"
"0.364","0.656","0.254","0.446"
"0.5","0.391","0.264","0.531"
"0.536","0.596","0.214","0.697"
"0.743","0.695","0.12","0.818"
"0.292","0.475","0.537","0.347"
"0.406","0.761","0.185","0.577"
"0.398","0.542","0.319","0.544"
"0.143","0.222","0.511","0.336"
"0.479","0.631","0.315","0.6"
"0.606","0.949","0.083","0.767"
"0.197","0.193","0.634","0.272"
"0.323","0.339","0.572","0.252"
"0.491","0.527","0.08","0.59"
"0.486","0.576","0.208","0.73"
"0.46","0.679","0.25","0.68"
"0.309","0.41","0.523","0.415"
"0.467","0.554","0.183","0.687"
"0.362","0.394","0.37","0.392"
"0.3","0.294","0.532","0.367"
"0.399","0.577","0.197","0.655"
"0.269","0.293","0.862","0.232"
"0.365","0.655","0.182","0.51"
"0.461","0.514","0.298","0.514"
"0.558","0.747","0.121","0.794"
"0.431","0.472","0.2","0.454"
"0.278","0.361","0.515","0.322"
"0.166","0.175","0.75","0.223"
"0.47","0.693","0.28","0.681"
"0.228","0.24","0.526","0.3"
"0.431","0.533","0.163","0.538"
"0.31","0.343","0.482","0.28"
"0.509","0.511","0.331","0.503"
"0.284","0.18","0.555","0.265"
"0.491","0.733","0.129","0.643"
"0.427","0.426","0.425","0.474"
"0.45","0.417","0.353","0.294"
"0.511","0.552","0.353","0.545"
"0.506","0.495","0.163","0.562"
"0.474","0.522","0.133","0.51"
"0.468","0.435","0.297","0.441"
"0.426","0.494","0.237","0.481"
"0.419","0.388","0.417","0.486"
"0.356","0.359","0.394","0.313"
"0.493","0.57","0.26","0.725"
"0.267","0.216","0.466","0.284"
"0.441","0.727","0.398","0.587"
"0.473","0.791","0.27","0.796"
"0.325","0.26","0.611","0.238"
"0.353","0.329","0.365","0.326"
"0.239","0.234","0.622","0.231"
"0.42","0.503","0.31","0.605"
"0.536","0.664","0.093","0.655"
"0.472","0.511","0.172","0.514"
"0.659","0.933","0.183","0.738"
"0.202","0.17","0.624","0.171"
"0.411","0.648","0.39","0.552"
"0.513","0.678","0.242","0.711"
"0.378","0.443","0.456","0.346"
"0.221","0.135","0.57","0.219"
"0.373","0.451","0.52","0.43"
"0.392","0.584","0.322","0.572"
"0.588","0.686","0.228","0.692"
"0.464","0.59","0.21","0.55"
"0.22","0.292","0.656","0.295"
"0.564","0.767","0.096","0.871"
"0.539","0.657","0.1","0.639"
"0.57","0.678","0.263","0.533"
"0.522","0.721","0.211","0.645"
"0.197","0.267","0.623","0.371"
"0.511","0.465","0.207","0.52"
"0.244","0.379","0.521","0.372"
"0.514","0.54","0.182","0.565"
"0.242","0.316","0.501","0.265"
"0.376","0.337","0.382","0.384"
"0.355","0.638","0.358","0.448"
"0.415","0.581","0.379","0.571"
"0.49","0.428","0.194","0.429"
"0.512","0.532","0.267","0.571"
"0.549","0.607","0.06","0.64"
"0.356","0.298","0.591","0.314"
"0.382","0.589","0.286","0.421"
"0.423","0.559","0.218","0.488"
"0.262","0.23","0.622","0.248"
"0.494","0.54","0.17","0.623"
"0.424","0.61","0.346","0.551"
"0.248","0.38","0.651","0.264"
"0.47","0.47","0.298","0.54"
"0.23","0.268","0.453","0.323"
"0.2","0.222","0.816","0.212"
"0.519","0.62","0.235","0.683"
"0.401","0.486","0.216","0.465"
"0.309","0.331","0.421","0.253"
"0.549","0.706","0.243","0.632"
"0.307","0.398","0.404","0.481"
"0.554","0.558","0.12","0.763"
"0.322","0.278","0.409","0.31"
"0.334","0.199","0.518","0.249"
"0.358","0.268","0.594","0.374"
"0.274","0.258","0.393","0.276"
"0.452","0.66","0.147","0.567"
"0.577","0.436","0.138","0.526"
"0.728","0.747","0.16","0.783"
"0.311","0.222","0.48","0.28"
"0.525","0.637","0.212","0.705"
"0.407","0.557","0.401","0.472"
"0.285","0.349","0.6","0.318"
"0.385","0.293","0.544","0.353"
"0.476","0.576","0.292","0.662"
"0.453","0.496","0.187","0.54"
"0.243","0.214","0.825","0.185"
"0.356","0.383","0.27","0.471"
"0.481","0.529","0.188","0.536"
"0.213","0.204","0.568","0.258"
"0.345","0.41","0.424","0.377"
"0.658","0.604","0.152","0.636"
"0.238","0.27","0.631","0.297"
"0.242","0.264","0.54","0.348"
"0.46","0.394","0.298","0.4"
"0.499","0.601","0.266","0.561"
"0.421","0.444","0.444","0.386"
"0.22","0.254","0.567","0.288"
"0.532","0.668","0.197","0.646"
"0.5","0.746","0.354","0.691"
"0.428","0.414","0.349","0.439"
"0.606","0.834","0.155","0.791"
"0.441","0.416","0.261","0.449"
"0.579","0.714","0.152","0.759"
"0.467","0.685","0.323","0.673"
"0.507","0.667","0.193","0.75"
"0.449","0.523","0.433","0.46"
"0.698","0.607","0.254","0.77"
"0.574","0.694","0.122","0.786"
"0.622","0.637","0.277","0.745"
"0.45","0.528","0.259","0.47"
"0.684","0.599","0.219","0.66"
"0.397","0.489","0.253","0.488"
"0.445","0.611","0.145","0.665"
"0.151","0.124","0.56","0.199"
"0.413","0.519","0.257","0.47"
"0.301","0.296","0.395","0.416"
"0.5","0.742","0.189","0.66"
"0.448","0.505","0.329","0.473"
"0.461","0.527","0.367","0.578"
"0.397","0.5","0.245","0.43"
"0.52","0.558","0.349","0.514"
"0.492","0.471","0.243","0.411"
"0.258","0.383","0.391","0.425"
"0.234","0.381","0.328","0.276"
"0.463","0.48","0.287","0.544"
"0.488","0.533","0.213","0.703"
"0.274","0.231","0.537","0.322"
"0.227","0.283","0.586","0.305"
"0.52","0.622","0.111","0.582"
"0.216","0.225","0.487","0.286"
"0.206","0.18","0.652","0.279"
"0.296","0.301","0.412","0.272"
"0.296","0.468","0.391","0.43"
"0.576","0.788","0.235","0.643"
"0.459","0.487","0.136","0.443"
"0.404","0.429","0.368","0.497"
"0.482","0.636","0.146","0.708"
"0.548","0.541","0.28","0.603"
"0.538","0.564","0.201","0.502"
"0.445","0.517","0.22","0.459"
"0.574","0.608","0.199","0.582"
"0.394","0.637","0.339","0.496"
"0.373","0.358","0.23","0.482"
"0.619","0.659","0.115","0.72"
"0.461","0.615","0.262","0.626"
"0.449","0.545","0.119","0.503"
"0.335","0.444","0.339","0.402"
"0.628","0.677","0.215","0.668"
"0.493","0.62","0.214","0.564"
"0.538","0.55","0.246","0.564"
"0.313","0.395","0.703","0.355"
"0.414","0.506","0.224","0.482"
"0.431","0.462","0.525","0.345"
"0.311","0.373","0.402","0.366"
"0.388","0.669","0.431","0.449"
"0.549","0.799","0.217","0.773"
"0.359","0.501","0.362","0.405"
"0.605","0.661","0.359","0.656"
"0.413","0.6","0.246","0.535"
"0.445","0.583","0.247","0.574"
"0.652","0.523","0.257","0.587"
"0.329","0.44","0.475","0.382"
"0.337","0.453","0.293","0.446"
"0.432","0.405","0.171","0.497"
"0.41","0.98","0.261","0.598"
"0.246","0.365","0.595","0.304"
"0.532","0.585","0.163","0.601"
"0.476","0.548","0.158","0.589"
"0.514","0.71","0.077","0.849"
"0.443","0.585","0.348","0.606"
"0.673","0.66","0.16","0.696"
"0.333","0.436","0.338","0.462"
"0.308","0.237","0.709","0.34"
"0.4","0.67","0.271","0.502"
"0.411","0.446","0.242","0.54"
"0.444","0.431","0.226","0.504"
"0.494","0.541","0.187","0.605"
"0.315","0.427","0.532","0.374"
"0.436","0.475","0.316","0.558"
"0.498","0.646","0.361","0.638"
"0.347","0.546","0.399","0.421"
"0.394","0.358","0.504","0.316"
"0.729","0.766","0.178","0.851"
"0.509","0.628","0.276","0.538"
"0.503","0.648","0.249","0.685"
"0.273","0.21","0.493","0.312"
"0.376","0.395","0.503","0.409"
"0.489","0.623","0.182","0.605"
"0.516","0.528","0.261","0.51"
"0.249","0.135","0.516","0.243"
"0.427","0.48","0.318","0.438"
"0.372","0.559","0.484","0.438"
"0.384","0.568","0.324","0.484"
"0.604","0.717","0.174","0.667"
"0.377","0.498","0.357","0.466"
"0.423","0.651","0.425","0.515"
"0.49","0.571","0.193","0.57"
"0.198","0.112","0.677","0.257"
"0.342","0.384","0.418","0.247"
"0.404","0.715","0.32","0.492"
"0.251","0.261","0.793","0.294"
"0.597","0.903","0.168","0.772"
"0.546","0.634","0.079","0.639"
"0.334","0.552","0.305","0.476"
"0.469","0.688","0.199","0.597"
"0.623","0.541","0.155","0.608"
"0.406","0.362","0.382","0.414"
"0.506","0.68","0.231","0.523"
"0.371","0.514","0.431","0.375"
"0.323","0.155","0.605","0.277"
"0.437","0.618","0.354","0.604"
"0.628","0.668","0.226","0.675"
"0.477","0.829","0.375","0.64"
"0.578","0.682","0.303","0.585"
"0.162","0.33","0.674","0.257"
"0.422","0.549","0.242","0.428"
"0.572","0.706","0.109","0.903"
"0.538","0.627","0.214","0.56"
"0.438","0.462","0.271","0.542"
"0.527","0.676","0.247","0.589"
"0.458","0.589","0.359","0.539"
"0.454","0.61","0.142","0.648"
"0.366","0.55","0.334","0.49"
"0.467","0.603","0.352","0.62"
"0.609","0.457","0.09","0.568"
"0.348","0.426","0.425","0.394"
"0.282","0.249","0.468","0.274"
"0.274","0.184","0.576","0.223"
"0.364","0.522","0.188","0.56"
"0.41","0.451","0.229","0.519"
"0.244","0.353","0.564","0.34"
"0.637","0.721","0.186","0.871"
"0.663","0.739","0.174","0.806"
"0.249","0.162","0.638","0.194"
"0.329","0.368","0.476","0.308"
"0.504","0.619","0.258","0.664"
"0.517","0.656","0.179","0.529"
"0.292","0.146","0.604","0.278"
"0.473","0.669","0.28","0.524"
"0.518","0.574","0.396","0.591"
"0.335","0.416","0.368","0.469"
"0.397","0.468","0.323","0.487"
"0.376","0.282","0.268","0.39"
"0.524","0.765","0.129","0.786"
"0.308","0.34","0.508","0.319"
"0.289","0.276","0.595","0.222"
"0.398","0.571","0.442","0.468"
"0.408","0.496","0.236","0.658"
"0.609","0.732","0.141","0.68"
"0.416","0.452","0.208","0.418"
"0.443","0.43","0.339","0.424"
"0.461","0.676","0.398","0.637"
"0.177","0.198","0.517","0.241"
"0.442","0.469","0.358","0.489"
"0.307","0.396","0.383","0.372"
"0.487","0.646","0.196","0.678"
"0.644","0.618","0.236","0.668"
"0.5","0.605","0.187","0.73"
"0.339","0.351","0.31","0.498"
"0.63","0.628","0.166","0.663"
"0.338","0.252","0.471","0.317"
"0.506","0.574","0.133","0.607"
"0.464","0.663","0.228","0.564"
"0.135","0.167","0.733","0.206"
"0.576","0.655","0.203","0.673"
"0.688","0.699","0.199","0.792"
"0.442","0.399","0.367","0.344"
"0.535","0.629","0.133","0.648"
"0.269","0.307","0.515","0.29"
"0.542","0.671","0.331","0.652"
"0.422","0.695","0.386","0.557"
"0.497","0.543","0.195","0.621"
"0.286","0.293","0.467","0.239"
"0.202","0.306","0.468","0.324"
"0.18","0.189","0.574","0.242"
"0.492","0.663","0.226","0.662"
"0.439","0.524","0.33","0.513"
"0.565","0.792","0.134","0.733"
"0.536","0.32","0.42","0.461"
"0.594","0.472","0.268","0.591"
"0.378","0.427","0.452","0.521"
"0.505","0.63","0.358","0.782"
"0.424","0.572","0.186","0.611"
"0.36","0.422","0.28","0.42"
"0.473","0.602","0.309","0.564"
"0.593","0.699","0.182","0.572"
"0.252","0.214","0.425","0.254"
"0.553","0.467","0.273","0.524"
"0.265","0.29","0.546","0.38"
"0.252","0.212","0.593","0.253"
"0.478","0.556","0.264","0.527"
"0.45","0.823","0.324","0.54"
"0.513","0.708","0.351","0.596"
"0.475","0.495","0.305","0.511"
"0.53","0.689","0.211","0.593"
"0.257","0.256","0.462","0.297"
"0.401","0.37","0.268","0.34"
"0.355","0.472","0.369","0.4"
"0.538","0.66","0.183","0.685"
"0.492","0.661","0.212","0.8"
"0.497","0.57","0.221","0.516"
"0.632","0.642","0.346","0.581"
"0.627","0.609","0.137","0.668"
"0.528","0.616","0.194","0.585"
"0.556","0.552","0.222","0.63"
"0.234","0.336","0.509","0.306"
"0.542","0.765","0.153","0.752"
"0.227","0.176","0.696","0.238"
"0.482","0.747","0.166","0.646"
"0.43","0.38","0.24","0.425"
"0.426","0.536","0.343","0.449"
"0.475","0.614","0.15","0.588"
"0.216","0.309","0.621","0.356"
"0.423","0.348","0.195","0.351"
"0.47","0.886","0.152","0.702"
"0.184","0.299","0.569","0.223"
"0.282","0.22","0.644","0.295"
"0.374","0.784","0.277","0.561"
"0.422","0.576","0.244","0.561"
"0.267","0.423","0.445","0.472"
"0.517","0.516","0.256","0.467"
"0.592","0.775","0.15","0.793"
"0.549","0.705","0.119","0.989"
"0.319","0.315","0.518","0.34"
"0.447","0.54","0.26","0.618"
"0.348","0.249","0.526","0.249"
"0.369","0.609","0.244","0.538"
"0.521","0.676","0.14","0.649"
"0.504","0.486","0.264","0.465"
"0.564","0.529","0.344","0.55"
"0.375","0.433","0.264","0.48"
"0.258","0.245","0.479","0.243"
"0.387","0.4","0.378","0.393"
"0.358","0.447","0.372","0.448"
"0.405","0.466","0.486","0.384"
"0.332","0.428","0.434","0.39"
"0.642","0.745","0.162","0.919"
"0.247","0.23","0.594","0.219"
"0.231","0.356","0.6","0.333"
"0.602","0.742","0.124","0.836"
"0.554","0.732","0.28","0.589"
"0.39","0.393","0.215","0.449"
"0.469","0.604","0.316","0.617"
"0.423","0.437","0.431","0.45"
"0.484","0.503","0.262","0.517"
"0.266","0.319","0.524","0.362"
"0.395","0.462","0.367","0.399"
"0.39","0.519","0.188","0.555"
"0.393","0.671","0.298","0.546"
